7.503,-0.0234487,3,-0.0125237,3,-0.0868667
8.043,-0.0731439,3,-0.00293109,3,-0.0171868
8.439,-0.0764747,3,-0.0021317,3,-0.0166539
8.833,-0.0762082,3,-0.00106585,3,-0.0171868
9.229,-0.0756753,3,-0.00173201,3,-0.0165207
9.627,-0.0663491,3,-0.00479632,3,-0.0189188
10.019,-0.0762082,3,-0.00546248,3,-0.0174533
10.412,-0.0775405,3,-0.000399694,3,-0.016121
10.807,-0.0748759,3,0.000666156,3,-0.0175865
11.199,-0.0735436,3,-0.00279786,3,-0.0175865
11.592,-0.0759418,3,-0.00226493,3,-0.017853
11.99,-0.0771409,3,-0.00399694,3,-0.0186524
12.506,-0.0762082,3,-0.00226493,3,-0.0179862
12.905,-0.0767412,3,-0.00306432,3,-0.0190521
13.301,-0.0764747,3,-0.00359724,3,-0.0165207
13.702,-0.0766079,3,-0.00626187,3,-0.0169204
14.101,-0.0731439,3,-0.00199847,3,-0.0191853
14.497,-0.076075,3,-0.00199847,3,-0.0201179
14.892,-0.0742098,3,-0.000532925,3,-0.017853
15.292,-0.0750091,3,-0.00346401,3,-0.0181194
15.691,-0.0732772,3,-0.00119908,3,-0.0198514
16.09,-0.0736768,3,-0.00413017,3,-0.0167871
16.488,-0.0768744,3,-0.00159877,3,-0.0187856
16.886,-0.0738101,3,-0.00532925,3,-0.019585
17.408,-0.641775,3,0.805249,3,-0.0289112
17.801,-0.62139,3,-0.0859341,3,-0.164541
18.196,-2.05043,3,-2.83782,3,-0.115511
18.593,0.0021317,3,0.0615528,3,0.106318
18.987,0.763814,3,1.57732,3,-0.0507611
19.384,0.649769,3,-0.146954,3,0.156147
19.78,-0.391966,3,2.03764,3,-0.112314
20.18,-0.0724778,3,0.920228,3,-0.139093
20.578,0.0289112,3,0.161609,3,-0.0572894
20.976,-0.139893,3,0.4346,3,-0.118576
21.374,-0.145355,3,-0.0531592,3,-0.0377044
21.773,0.289645,3,-2.43267,3,0.178397
22.288,-0.257536,3,-0.604203,3,-0.335609
22.681,-0.0611531,3,0.806848,3,0.616994
23.076,-0.30883,3,-1.78583,3,-0.318689
23.473,-0.024781,3,-0.744496,3,-0.242481
23.869,0.397962,3,0.912634,3,-0.070879
24.261,-0.0191853,3,0.076075,3,0.0775405
24.655,-0.200646,3,-0.592479,3,-0.0722113
25.049,0.0173201,3,-0.14722,3,-0.160277
25.446,-0.815375,3,-1.01122,3,-0.386637
25.839,-0.258868,3,-1.19548,3,-0.090464
26.235,0.288046,3,2.29118,3,-0.663092
26.627,0.64777,3,1.27809,3,-0.18719
27.021,0.173467,3,-0.304567,3,-0.0101256
27.535,0.236619,3,-1.23266,3,0.226493
27.932,-0.0687473,3,-0.540652,3,0.0330413
28.33,0.0263798,3,-2.23402,3,0.0270459
28.727,-0.576225,3,-2.44093,3,0.581821
29.124,-0.0500949,3,0.0293109,3,-0.112847
29.519,-0.0159877,3,1.02708,3,0.207308
29.916,0.00133231,3,-0.310029,3,0.13443
30.312,0.186923,3,1.38334,3,-0.205576
30.707,0.276455,3,2.4793,3,-0.0187856
31.103,0.388103,3,1.00123,3,-0.196916
31.497,0.251541,3,0.618459,3,-0.194384
31.893,-0.108317,3,0.120308,3,-0.0271792
32.291,-0.316557,3,-4.36572,3,0.32575
32.802,-0.0450321,3,0.832562,3,0.223029
33.197,1.63528,3,1.43663,3,0.0191853
33.592,-0.236485,3,0.0125237,3,-0.131366
33.987,0.346668,3,0.937148,3,-0.0107917
34.384,0.522266,3,0.0836692,3,-0.180661
34.782,-0.00333078,3,-0.0855344,3,-0.0430337
35.176,-0.0724778,3,-0.000399694,3,-0.0149219
35.575,-0.0727442,3,0.145355,3,-0.108317
35.971,-0.0786064,3,0.0359724,3,-0.11258
36.371,-0.0770076,3,-0.00945941,3,-0.0218499
36.767,-0.0771409,3,-0.00133231,3,-0.0289112
37.164,-0.0859341,3,-0.0770076,3,-0.355594
37.682,-0.0735436,3,-0.000399694,3,-0.0186524
38.078,-0.0748759,3,-0.00439663,3,-0.0167871
38.472,-0.0735436,3,-0.00199847,3,-0.0162542
38.868,-0.0752756,3,0.000532925,3,-0.0173201
39.26,-0.0751424,3,-0.00306432,3,-0.0182527
39.656,-0.0746095,3,-0.00346401,3,-0.0203844
40.049,-0.0752756,3,-0.00359724,3,-0.0159877
40.448,-0.0755421,3,-0.000666156,3,-0.021317
40.849,-0.0747427,3,-0.00106585,3,-0.0167871
41.248,-0.0751424,3,-0.00452986,3,-0.0149219
41.646,-0.0762082,3,-0.00266462,3,-0.0169204
42.045,-0.0747427,3,-0.00413017,3,-0.0193185
42.563,-0.0790061,3,0.000399694,3,-0.0173201
42.958,-0.0759418,3,-0.00266462,3,-0.0207841
